Year,Day,Temperature,Score
1989,27,268.41,9.04999999999998
1989,28,269.21,8.004285714285727
1991,33,268.83,7.427142857142867
1995,74,271.18,6.93857142857142
2013,351,283.8,6.6185714285714425
1994,61,270.83,6.492857142857157
1980,18,269.93,6.429999999999999
1998,16,270.57,6.372857142857161
1994,60,271.28,6.3642857142857325
2010,72,269.7,6.274285714285741
1991,34,270.06,6.258571428571429
1992,54,271.25,6.238571428571423
1998,31,271.05,6.225714285714283
1988,82,271.0,6.171428571428554
2012,23,270.75,6.1214285714285745
2010,19,271.5,6.095714285714288
2013,11,280.87,6.055714285714283
1987,30,270.61,6.005714285714264
1999,348,270.75,5.944285714285717
1991,32,269.83,5.797142857142871
1984,36,271.21,5.785714285714302
1998,15,270.85,5.771428571428552
1980,347,272.16,5.7142857142856895
2003,337,273.06,5.7042857142857155
1999,347,271.07,5.701428571428575
1986,69,271.33,5.640000000000019
2010,58,270.87,5.638571428571424
1995,75,271.43,5.637142857142838
2006,32,271.05,5.635714285714284
2000,6,270.89,5.6214285714285825
1986,68,270.99,5.595714285714288
1987,31,271.34,5.587142857142875
1991,35,270.75,5.557142857142862
1983,50,270.93,5.517142857142858
1996,40,271.63,5.497142857142876
2006,31,271.25,5.492857142857133
1998,30,270.87,5.479999999999994
1994,62,271.56,5.4585714285714175
2012,78,270.62,5.451428571428575
1992,55,272.33,5.420000000000008
2012,2,271.82,5.391428571428581
2005,327,274.3,5.354285714285701
2013,352,282.57,5.314285714285712
2013,360,280.95,5.309999999999986
1984,37,271.78,5.2885714285714585
1994,355,273.43,5.285714285714278
1980,346,272.66,5.264285714285685
1999,57,272.27,5.260000000000024
1991,36,271.96,5.250000000000016
1980,34,271.23,5.234285714285696
1996,37,271.08,5.185714285714304
1982,46,271.25,5.161428571428571
1980,35,271.0,5.134285714285722
1988,336,272.91,5.121428571428543
1992,53,272.11,5.11571428571427
1993,31,271.38,5.082857142857141
1979,330,273.88,5.06000000000001
2005,326,274.2,5.052857142857159
1999,36,270.39,5.010000000000024
1984,35,271.36,4.984285714285712
1998,32,271.99,4.978571428571415
2013,98,272.25,4.972857142857143
1995,49,271.88,4.965714285714292
1995,50,272.43,4.965714285714284
1986,57,270.99,4.931428571428569
2006,21,271.98,4.929999999999983
1994,361,273.48,4.918571428571413
1982,47,271.33,4.914285714285727
1996,27,279.98,4.911428571428587
1985,56,279.46,4.905714285714274
1994,35,279.18,4.8714285714285745
1997,52,271.37,4.861428571428576
2012,22,271.68,4.84571428571428
2004,91,272.93,4.834285714285719
2010,325,282.4,4.832857142857124
1990,361,281.83,4.822857142857117
1999,349,271.97,4.7942857142856825
2010,359,272.77,4.780000000000014
1992,56,272.8,4.779999999999989
1983,14,271.05,4.768571428571412
1986,55,271.19,4.732857142857142
2011,314,283.2,4.715714285714276
1989,358,273.5,4.701428571428559
1986,4,272.66,4.679999999999974
2007,68,271.7,4.655714285714298
1986,3,272.56,4.637142857142854
2010,18,272.85,4.6371428571428215
1982,18,279.61,4.632857142857152
1989,55,279.71,4.6328571428571275
2008,10,272.53,4.627142857142887
1998,29,271.27,4.6228571428571525
1979,323,274.46,4.602857142857163
1980,53,271.78,4.591428571428586
2008,80,271.5,4.584285714285727
1984,34,271.75,4.5471428571428545
1979,63,273.08,4.535714285714302
1990,362,281.66,4.532857142857178
1983,72,272.11,4.517142857142842
1984,56,271.28,4.511428571428594
