Year,Day,Temperature,Score
1980,84,299.86,13.832857142857149
2003,94,302.55,13.658571428571438
2010,73,298.97,13.605714285714312
2010,47,295.35,13.575714285714307
2010,46,295.33,13.322857142857126
2010,48,295.35,12.840000000000016
2010,69,300.2,12.721428571428564
2010,68,298.9,12.648571428571406
2013,73,297.62,12.448571428571436
1994,341,273.13,12.364285714285716
2003,93,301.37,12.357142857142865
1993,60,295.68,12.107142857142858
1997,100,279.67,12.009999999999991
1984,61,294.05,11.887142857142871
1992,56,274.3,11.885714285714268
1980,140,307.56,11.765714285714287
1987,30,293.16,11.725714285714316
1996,38,291.68,11.725714285714291
2013,74,295.85,11.708571428571442
2013,336,293.75,11.63285714285716
1980,85,298.16,11.610000000000014
1991,91,299.4,11.482857142857117
2005,347,293.23,11.44714285714288
2008,83,298.1,11.434285714285734
1994,340,273.25,11.380000000000004
2004,60,296.96,11.308571428571408
1987,32,292.46,11.285714285714269
1987,31,293.72,11.26857142857146
1997,37,272.45,11.267142857142867
1997,99,279.72,11.242857142857124
2010,12,288.02,11.227142857142837
2008,114,302.95,11.205714285714269
1979,92,302.15,11.185714285714264
2013,331,293.97,11.155714285714307
2005,49,293.07,11.11142857142856
1980,104,283.53,11.062857142857167
1992,329,274.33,11.04571428571431
2010,30,291.47,11.02714285714289
1981,112,301.78,10.919999999999968
1989,58,294.23,10.892857142857158
1989,33,271.63,10.892857142857142
1983,107,284.96,10.858571428571436
1988,317,275.71,10.834285714285736
2001,322,275.57,10.82428571428572
2008,16,272.0,10.804285714285713
2003,97,300.27,10.741428571428562
2008,15,271.02,10.722857142857167
1991,75,295.78,10.71999999999997
2011,69,279.7,10.707142857142864
1998,105,303.12,10.700000000000005
1993,363,291.48,10.642857142857167
1982,23,290.96,10.61999999999998
1983,65,277.0,10.617142857142849
2002,105,302.3,10.585714285714298
1981,113,302.78,10.572857142857108
2007,103,284.18,10.568571428571422
1983,108,285.21,10.561428571428596
2008,82,299.2,10.548571428571409
2013,329,294.27,10.494285714285695
1984,113,284.75,10.49
1985,11,291.48,10.4757142857143
2008,68,296.7,10.462857142857136
1989,30,274.0,10.437142857142858
2005,338,293.2,10.42857142857142
1995,127,288.13,10.421428571428578
1991,147,291.16,10.421428571428546
1980,336,291.56,10.408571428571438
1992,330,275.48,10.369999999999973
2010,15,288.87,10.294285714285715
2010,72,297.6,10.29285714285717
1979,91,301.58,10.285714285714278
1987,19,290.09,10.278571428571402
1991,76,295.58,10.26857142857142
1996,103,283.65,10.260000000000032
1994,342,273.23,10.235714285714266
2010,9,288.55,10.22142857142859
1980,83,298.05,10.184285714285725
1990,335,293.78,10.175714285714264
2010,71,298.95,10.131428571428566
1981,111,302.98,10.12714285714288
1992,60,277.36,10.127142857142847
2010,136,305.67,10.075714285714307
2010,11,287.02,10.065714285714275
1992,58,276.83,10.05000000000002
1998,104,301.8,10.04857142857144
2004,61,296.85,10.047142857142871
2010,51,292.92,10.04285714285717
2003,347,290.75,10.030000000000005
1990,319,295.11,9.984285714285729
2003,117,285.45,9.97857142857144
2010,70,298.37,9.915714285714289
2008,14,270.92,9.88428571428569
1992,55,273.78,9.881428571428598
1980,105,282.03,9.8614285714286
1992,57,276.41,9.854285714285693
1998,125,304.32,9.842857142857131
1983,81,282.53,9.840000000000032
1984,64,293.23,9.815714285714316
1983,64,277.03,9.801428571428598
2006,364,273.28,9.800000000000027
1997,105,286.45,9.79857142857144
1980,139,305.03,9.775714285714255
1984,67,295.96,9.768571428571411
1996,37,290.78,9.765714285714264
1982,86,280.16,9.765714285714255
2010,16,289.67,9.761428571428594
1998,342,291.32,9.757142857142835
1980,317,295.73,9.752857142857165
1982,24,290.91,9.748571428571454
1998,331,292.25,9.74142857142858
2003,96,299.18,9.708571428571442
1991,141,288.61,9.705714285714269
1983,57,275.71,9.692857142857163
2010,14,287.15,9.68857142857141
2003,116,285.18,9.687142857142849
1979,316,294.61,9.670000000000007
1985,17,289.55,9.650000000000018
2004,129,306.35,9.637142857142878
2001,59,294.0,9.625714285714277
1990,336,293.0,9.621428571428575
1998,127,303.57,9.584285714285695
2013,72,296.75,9.56428571428572
1991,100,284.98,9.559999999999986
2006,68,279.0,9.539999999999996
2010,45,294.87,9.518571428571429
2005,50,291.8,9.484285714285729
2008,81,297.68,9.48000000000001
1985,62,277.23,9.478571428571415
2012,61,277.25,9.415714285714282
2009,39,290.8,9.404285714285729
1984,60,291.68,9.392857142857142
2008,49,277.53,9.387142857142894
2012,167,308.43,9.385714285714284
1991,148,291.78,9.381428571428605
2013,65,279.5,9.375714285714293
1980,82,298.98,9.37285714285717
1980,359,291.58,9.372857142857129
2012,306,297.55,9.370000000000013
2010,8,288.72,9.36571428571431
2006,23,289.98,9.364285714285732
2003,348,291.03,9.359999999999973
