Year,Day,Temperature,Score
1991,342,267.0,24.059999999999995
1984,347,226.33,23.614285714285707
2010,37,263.4,23.297142857142838
2012,40,264.07,22.76999999999999
1998,334,266.32,22.18714285714285
1993,322,268.95,22.127142857142847
1985,56,265.0,21.784285714285712
1995,338,265.68,21.758571428571436
1996,53,264.25,21.20714285714286
1979,349,227.03,21.175714285714275
1986,23,224.86,21.135714285714275
2013,287,243.25,20.93857142857143
1979,348,228.75,20.82
1990,18,259.08,20.57857142857141
2000,43,263.04,20.348571428571454
1998,335,264.55,20.29285714285715
1992,73,263.43,20.248571428571434
2006,18,262.73,20.235714285714305
2001,344,265.8,20.105714285714296
2002,48,231.9,20.024285714285714
2005,50,264.88,20.01714285714285
2012,19,260.37,20.00142857142858
1980,359,263.53,19.90142857142854
2005,37,258.03,19.8585714285714
1993,321,265.46,19.818571428571406
1997,65,261.9,19.817142857142834
1981,50,259.53,19.725714285714258
1999,48,262.55,19.155714285714293
2001,345,264.24,19.134285714285728
2005,38,258.6,18.977142857142884
2002,341,267.43,18.92285714285715
2005,28,263.72,18.908571428571456
2011,21,262.02,18.897142857142843
1995,43,261.55,18.80285714285716
1993,11,222.58,18.727142857142844
2005,49,265.88,18.67428571428571
1987,64,229.43,18.668571428571425
1989,15,260.63,18.649999999999988
1993,10,225.08,18.59285714285713
1995,32,261.06,18.505714285714287
1987,284,271.06,18.38571428571429
1991,103,236.15,18.33428571428571
2006,29,262.43,18.267142857142865
2001,338,261.62,18.22142857142858
1979,336,225.71,18.197142857142847
1988,347,261.43,18.158571428571435
1989,315,231.3,18.114285714285703
2012,41,258.72,18.057142857142885
2002,27,232.5,18.051428571428566
2011,79,267.95,18.005714285714273
1979,304,237.11,17.988571428571408
2000,44,260.3,17.974285714285724
1997,64,259.32,17.90714285714285
1980,360,261.28,17.874285714285683
2006,21,260.53,17.857142857142826
1987,10,261.64,17.854285714285698
1987,66,259.34,17.837142857142826
2000,34,260.97,17.770000000000028
2012,39,258.73,17.74285714285716
2005,48,262.47,17.69428571428574
1993,9,228.21,17.645714285714284
2011,80,265.52,17.632857142857127
1984,20,260.88,17.60999999999999
1993,323,266.23,17.601428571428585
1998,50,227.53,17.589999999999996
1995,33,261.13,17.577142857142853
2007,97,269.0,17.53571428571429
2011,337,265.57,17.531428571428567
2007,98,272.15,17.494285714285688
1984,351,263.71,17.48999999999998
2003,36,226.7,17.457142857142873
1986,29,264.18,17.448571428571434
1980,76,262.65,17.438571428571404
2008,46,228.45,17.408571428571435
1991,353,262.23,17.39000000000002
1983,0,231.16,17.37285714285715
2013,286,247.17,17.350000000000012
1981,87,262.43,17.28
1980,279,242.68,17.221428571428564
2006,32,259.95,17.19285714285713
2002,28,233.25,17.160000000000004
2005,51,262.47,17.118571428571464
1995,339,260.18,17.06571428571429
1984,348,234.38,17.008571428571436
1994,286,272.41,17.00571428571431
1981,49,257.65,16.88999999999998
2012,312,266.27,16.829999999999977
2006,19,254.7,16.795714285714272
1998,15,253.15,16.774285714285718
2002,4,262.55,16.76428571428573
2002,49,232.78,16.749999999999996
2002,47,232.82,16.740000000000002
1988,345,261.43,16.73714285714286
1984,353,263.66,16.688571428571446
1982,333,259.13,16.68428571428571
2007,83,266.28,16.64142857142855
2001,87,235.25,16.578571428571426
2008,47,230.2,16.537142857142864
1984,354,262.46,16.432857142857127
1997,69,260.15,16.36857142857141
1993,337,230.15,16.359999999999992
1982,364,232.71,16.351428571428563
2008,21,231.18,16.31999999999999
1985,283,244.9,16.242857142857137
1991,84,263.41,16.21142857142859
1993,8,231.91,16.165714285714298
2012,38,256.72,16.15285714285717
2005,24,259.03,16.137142857142827
2005,26,260.93,16.130000000000006
1981,315,266.53,16.128571428571405
