Year,Day,Temperature,Score
2012,351,225.5,23.099999999999998
2007,335,268.18,22.487142857142864
1979,303,233.9,20.689999999999998
2005,364,227.15,20.459999999999997
2002,51,230.68,20.04571428571428
1995,339,262.78,19.971428571428543
1991,343,263.8,19.741428571428575
1996,319,268.0,19.634285714285713
1991,0,260.46,19.388571428571414
1997,7,231.62,19.228571428571424
2001,88,236.2,18.912857142857153
1983,275,245.55,18.28999999999999
2012,352,230.87,18.032857142857136
1993,82,236.0,17.97142857142858
2002,65,263.57,17.877142857142854
1985,333,260.68,17.811428571428575
2008,31,231.45,17.6857142857143
1996,278,248.08,17.675714285714275
1985,334,259.8,17.64714285714286
2002,52,232.13,17.598571428571436
2008,331,232.98,17.51857142857144
1997,64,258.4,17.32428571428569
2007,334,265.75,17.18142857142857
1993,12,225.73,17.174285714285727
1981,88,262.41,16.97285714285717
1990,96,264.38,16.877142857142847
1993,323,263.91,16.74428571428573
1987,65,231.5,16.56857142857143
1998,24,256.92,16.48285714285716
1995,71,231.63,16.29285714285715
2008,18,228.55,16.292857142857134
1990,95,264.98,16.25857142857145
2008,332,235.6,16.25428571428572
1997,86,235.35,16.23285714285715
2006,30,261.23,16.22000000000002
2007,98,271.03,16.0685714285714
1980,360,259.98,16.01000000000002
2011,80,265.42,15.925714285714301
1993,81,234.31,15.865714285714287
1981,17,258.46,15.819999999999977
1987,64,230.91,15.724285714285726
1981,323,263.18,15.670000000000007
1990,65,258.4,15.64571428571426
2011,11,261.27,15.597142857142838
1993,322,262.28,15.578571428571397
2012,350,229.57,15.548571428571437
1990,82,263.56,15.519999999999998
2009,334,236.52,15.487142857142844
2002,50,236.23,15.462857142857152
2007,336,261.15,15.452857142857116
2011,12,260.57,15.374285714285707
1990,36,258.43,15.36285714285715
1991,1,255.93,15.314285714285717
2003,88,264.82,15.251428571428562
1979,28,231.33,15.241428571428562
2012,41,255.34,15.212857142857148
1988,34,256.8,15.194285714285721
1993,325,234.33,15.158571428571422
1998,16,256.07,15.112857142857138
1991,69,231.61,15.055714285714275
1987,335,232.0,15.032857142857145
1981,325,258.46,15.001428571428546
1980,318,237.43,14.959999999999996
1991,342,257.46,14.949999999999973
1990,343,233.71,14.92285714285714
2007,34,258.35,14.90428571428574
1998,17,255.65,14.891428571428573
1990,344,232.71,14.824285714285711
1983,274,251.11,14.79428571428569
1988,346,258.78,14.788571428571402
1990,97,264.98,14.782857142857157
1995,340,258.33,14.761428571428556
2012,18,256.5,14.754285714285711
1995,34,258.41,14.71000000000002
1988,276,250.56,14.705714285714285
1999,24,230.55,14.692857142857134
1988,347,259.4,14.618571428571405
2000,283,248.12,14.591428571428562
1981,324,259.18,14.561428571428573
1981,28,257.38,14.529999999999989
1979,34,229.46,14.528571428571423
2008,288,254.0,14.47857142857144
2008,27,233.93,14.431428571428569
1991,279,270.73,14.402857142857158
1980,326,233.4,14.359999999999989
1996,277,251.43,14.33714285714286
1987,262,255.98,14.320000000000006
1984,21,257.71,14.312857142857117
1997,6,236.79,14.294285714285722
1997,300,267.42,14.285714285714297
2009,302,244.57,14.258571428571429
1983,0,230.83,14.21857142857142
1997,65,256.72,14.208571428571455
2008,292,249.45,14.204285714285719
1991,354,258.61,14.128571428571437
2013,285,254.37,14.111428571428567
1996,70,229.75,14.085714285714285
2004,345,235.95,14.081428571428587
1980,325,233.05,14.038571428571418
2005,363,232.48,13.998571428571438
1982,364,232.96,13.997142857142848
1996,74,234.21,13.961428571428566
1993,74,256.36,13.924285714285721
1993,61,233.93,13.909999999999997
2011,303,265.52,13.877142857142843
1981,54,257.38,13.867142857142849
2007,333,263.0,13.862857142857138
1980,324,234.31,13.861428571428576
