Year,Day,Temperature,Score
1980,359,270.38,13.194285714285709
1979,21,288.33,11.761428571428553
1979,48,269.78,11.474285714285738
1989,357,274.0,11.125714285714285
1989,4,272.13,11.038571428571426
2004,15,270.18,10.809999999999993
1983,358,275.78,10.770000000000023
1982,17,271.06,10.644285714285713
2007,15,288.2,10.634285714285697
2010,343,276.82,10.617142857142872
1989,335,274.98,10.609999999999982
1983,359,273.48,10.53714285714283
1979,42,271.63,10.378571428571433
1990,86,274.36,10.312857142857126
2008,326,277.8,10.29714285714284
1987,46,273.04,10.29428571428569
1981,4,272.41,10.2042857142857
1993,43,286.5,10.15428571428572
1995,20,288.61,10.098571428571445
1984,35,288.48,10.047142857142871
1983,10,289.11,10.041428571428582
1983,11,288.31,10.028571428571427
1997,17,273.3,9.904285714285695
1988,345,274.18,9.875714285714285
2006,20,286.75,9.852857142857138
1988,14,271.03,9.84285714285718
2007,67,271.3,9.811428571428555
1980,345,275.98,9.69571428571427
1986,19,288.89,9.654285714285695
1982,347,275.28,9.582857142857165
1994,16,273.68,9.575714285714282
1995,19,288.03,9.568571428571406
2004,24,271.11,9.54714285714284
1996,332,278.08,9.534285714285732
2000,75,288.97,9.528571428571459
2012,23,288.3,9.492857142857149
2007,65,271.08,9.458571428571442
1994,69,288.78,9.448571428571402
1980,11,287.63,9.445714285714278
2002,28,287.13,9.411428571428571
2004,47,272.6,9.399999999999986
1991,54,273.78,9.391428571428596
2008,63,287.05,9.381428571428582
2007,335,277.6,9.319999999999977
1997,99,276.27,9.304285714285738
2013,16,287.52,9.27714285714284
1979,47,271.93,9.269999999999973
2008,3,274.03,9.262857142857163
2004,9,274.18,9.248571428571429
1994,68,286.68,9.158571428571438
1986,26,288.56,9.128571428571425
1995,18,287.48,9.124285714285739
2002,29,287.25,9.107142857142849
1994,358,290.68,9.105714285714287
1995,15,289.11,9.04000000000002
1982,10,272.46,8.987142857142885
2000,4,289.82,8.982857142857142
2004,8,274.5,8.954285714285723
1979,44,270.5,8.92857142857142
1990,25,288.16,8.87857142857145
1979,45,272.3,8.841428571428562
1988,346,274.86,8.837142857142842
1984,46,287.68,8.835714285714289
2006,35,288.05,8.812857142857151
1982,56,273.25,8.789999999999996
1997,5,288.87,8.785714285714294
1993,22,287.33,8.767142857142842
1983,68,287.96,8.749999999999975
2003,46,271.82,8.741428571428571
1979,352,274.83,8.725714285714291
1995,59,287.33,8.724285714285688
1992,56,286.53,8.718571428571408
2007,66,273.43,8.702857142857138
1982,359,289.53,8.69142857142855
2001,60,273.92,8.689999999999982
1996,331,277.66,8.689999999999973
1979,76,273.63,8.685714285714296
1996,5,274.53,8.6814285714286
2004,25,271.4,8.671428571428587
2010,25,287.2,8.649999999999993
1979,75,273.33,8.648571428571431
1996,6,275.0,8.64428571428572
2008,57,286.85,8.608571428571443
1984,24,286.46,8.599999999999975
1985,65,273.96,8.594285714285718
1987,54,276.59,8.577142857142885
1991,16,287.66,8.568571428571456
2008,49,287.52,8.52285714285713
1985,44,285.93,8.514285714285725
2002,27,286.15,8.514285714285693
1979,41,270.38,8.482857142857158
1992,358,274.55,8.479999999999986
1996,19,287.03,8.455714285714262
2002,57,286.8,8.430000000000016
1999,43,287.62,8.424285714285702
2005,18,273.15,8.418571428571454
1982,31,287.18,8.402857142857142
1989,52,288.18,8.40000000000001
1997,355,276.45,8.39428571428573
1996,86,275.98,8.385714285714268
2012,302,294.87,8.384285714285713
1997,18,273.64,8.368571428571443
1998,68,288.6,8.362857142857163
1980,15,287.63,8.354285714285718
1989,356,273.55,8.352857142857138
1993,50,274.25,8.320000000000002
1982,22,272.61,8.319999999999984
2008,44,287.43,8.310000000000011
2003,73,273.32,8.305714285714291
2010,13,276.37,8.295714285714284
1987,310,280.96,8.294285714285747
1979,46,272.65,8.28571428571431
1984,69,273.88,8.274285714285716
1994,43,284.43,8.271428571428576
1990,352,288.86,8.271428571428576
1980,59,271.61,8.257142857142835
1990,40,286.43,8.245714285714289
2002,306,280.93,8.241428571428571
1986,317,278.99,8.205714285714285
2002,332,278.78,8.198571428571459
2002,62,286.98,8.191428571428592
1998,45,273.42,8.182857142857122
1990,286,296.86,8.178571428571436
1995,345,275.98,8.165714285714273
1994,363,277.33,8.154285714285729
1990,356,288.3,8.140000000000002
1991,32,273.55,8.132857142857135
1995,1,288.68,8.131428571428573
1984,355,286.78,8.12999999999998
1981,41,284.91,8.12285714285716
2004,23,273.23,8.121428571428558
1992,16,274.5,8.118571428571427
1995,17,289.03,8.108571428571395
1992,330,291.46,8.099999999999975
1982,27,274.0,8.09571428571428
1979,359,288.83,8.091428571428562
2003,45,274.02,8.084285714285736
1995,21,286.31,8.08285714285714
2010,346,290.07,8.054285714285706
2008,67,286.65,8.05285714285712
1983,80,288.61,8.03428571428574
1994,357,292.73,8.02714285714288
2001,3,278.0,8.024285714285709
2012,31,286.82,8.02285714285713
2013,18,275.4,8.011428571428594
2003,44,272.1,8.011428571428544
1991,60,286.63,8.000000000000009
1994,339,290.78,7.988571428571406
1992,316,292.0,7.980000000000002
2001,49,274.92,7.978571428571399
2001,20,286.95,7.971428571428556
1991,25,272.96,7.967142857142887
1997,45,286.82,7.962857142857144
1991,45,286.88,7.9528571428571455
2003,53,287.07,7.93999999999999
1979,329,291.36,7.938571428571452
2006,47,286.05,7.934285714285726
2003,62,272.4,7.922857142857173
2002,46,284.98,7.917142857142884
1982,11,272.61,7.914285714285703
2010,308,293.95,7.877142857142839
1984,10,287.91,7.862857142857162
1992,83,275.58,7.862857142857154
1995,347,277.3,7.859999999999973
1983,60,287.8,7.848571428571445
1979,8,286.16,7.842857142857172
1996,358,288.23,7.842857142857156
1993,84,288.38,7.839999999999999
1989,343,275.53,7.831428571428611
1996,18,287.38,7.807142857142862
1996,4,276.96,7.785714285714302
1991,22,273.31,7.785714285714286
1979,49,273.83,7.760000000000015
2004,10,273.88,7.759999999999999
1986,69,287.09,7.759999999999975
2013,333,279.12,7.755714285714281
1989,341,276.23,7.751428571428546
1992,26,272.5,7.75
1995,331,291.4,7.747142857142827
2003,23,275.5,7.731428571428572
1990,66,272.46,7.724285714285737
1990,364,288.38,7.721428571428565
1979,2,288.93,7.71714285714287
1979,57,286.68,7.710000000000012
1984,75,287.96,7.702857142857129
1984,324,280.33,7.7000000000000295
1989,293,294.28,7.682857142857123
1986,17,286.72,7.670000000000032
1980,17,287.08,7.664285714285695
1983,34,286.83,7.658571428571406
2013,23,273.3,7.649999999999993
1997,68,274.37,7.648571428571431
1980,33,275.03,7.644285714285737
2002,72,286.5,7.6299999999999875
2002,321,291.85,7.6157142857143105
2009,60,287.35,7.6142857142857325
1991,63,287.71,7.601428571428552
1994,15,274.21,7.594285714285734
2006,335,291.56,7.58
1995,363,278.13,7.578571428571438
2004,14,274.73,7.574285714285695
1987,76,276.16,7.574285714285687
1994,103,289.55,7.571428571428596
1991,321,280.9,7.571428571428596
2000,68,287.65,7.564285714285704
1982,97,275.38,7.56285714285715
1986,20,286.06,7.56142857142858
1985,43,286.68,7.554285714285713
2003,358,290.08,7.5457142857142685
1979,317,293.48,7.5371428571428725
2009,343,291.93,7.521428571428577
2000,25,287.74,7.515714285714296
2004,26,272.98,7.515714285714263
1992,363,288.55,7.510000000000024
1989,40,272.75,7.502857142857148
1985,57,285.3,7.492857142857157
1999,62,287.42,7.484285714285728
2009,16,272.65,7.482857142857166
2004,320,280.75,7.482857142857142
1995,14,288.25,7.480000000000002
1980,306,282.08,7.475714285714299
1993,2,275.43,7.474285714285705
1981,42,287.25,7.472857142857143
1982,34,286.61,7.470000000000003
2004,31,274.23,7.4628571428571275
2013,356,289.72,7.460000000000028
2000,14,272.95,7.4571428571428635
1983,77,287.83,7.4571428571428475
1993,4,288.58,7.434285714285709
1990,88,276.4,7.425714285714313
1990,355,287.83,7.425714285714272
2002,3,279.18,7.419999999999983
1999,53,273.99,7.412857142857141
2003,24,274.95,7.411428571428579
1982,331,278.0,7.40285714285715
1993,87,289.38,7.402857142857134
1986,78,287.61,7.40142857142858
1994,83,287.0,7.400000000000001
1986,297,283.24,7.394285714285705
1987,24,274.91,7.394285714285688
1987,69,273.61,7.391428571428548
2013,317,282.77,7.378571428571449
2008,11,288.9,7.375714285714269
1986,343,289.13,7.3742857142857146
2013,50,285.75,7.372857142857137
1993,354,287.68,7.3700000000000045
2003,47,275.38,7.362857142857154
1990,51,273.18,7.354285714285709
1982,26,274.43,7.34714285714285
2008,37,286.95,7.337142857142851
1993,344,288.58,7.337142857142843
2009,310,282.35,7.337142857142835
1987,44,273.06,7.335714285714281
2011,62,273.95,7.325714285714306
1982,36,285.28,7.324285714285687
2012,24,285.55,7.317142857142877
2000,94,288.05,7.311428571428588
1986,14,275.49,7.2942857142857145
1996,49,276.43,7.2942857142856985
1993,345,289.33,7.2928571428571205
1989,304,293.46,7.292857142857112
1992,32,275.21,7.2914285714285905
2005,348,277.66,7.287142857142832
1994,327,280.21,7.285714285714302
2004,13,275.73,7.282857142857121
1993,51,276.13,7.278571428571435
1996,78,287.11,7.274285714285717
1993,74,274.13,7.271428571428577
1994,60,274.53,7.267142857142882
1983,348,288.91,7.267142857142882
1994,322,292.83,7.265714285714272
2008,66,288.0,7.26428571428571
1992,117,278.96,7.254285714285735
2001,335,289.74,7.252857142857148
1992,43,272.38,7.24857142857143
1997,75,274.3,7.247142857142843
1993,91,288.91,7.238571428571455
1986,91,289.01,7.238571428571423
1993,88,288.73,7.235714285714307
1991,343,288.41,7.232857142857158
1991,62,288.55,7.228571428571448
2010,309,293.75,7.222857142857135
1996,318,281.58,7.220000000000019
1985,34,275.0,7.218571428571432
1989,48,273.03,7.217142857142887
1995,67,288.46,7.21714285714283
1984,353,287.06,7.212857142857144
2001,59,273.7,7.21000000000002
1981,5,274.93,7.2085714285714095
1983,23,287.55,7.2071428571428795
1989,333,278.13,7.197142857142857
2003,347,277.48,7.19285714285713
1989,362,275.58,7.190000000000014
2008,8,288.68,7.190000000000006
1983,78,288.18,7.184285714285717
1993,329,279.98,7.168571428571413
1984,36,285.33,7.158571428571414
2004,313,280.05,7.154285714285704
2004,319,281.47,7.151428571428547
1996,352,289.73,7.1357142857143
1999,1,273.95,7.13285714285716
2001,9,278.17,7.1271428571428475
2013,354,289.37,7.1185714285714345
2012,342,288.25,7.118571428571419
2008,9,286.43,7.114285714285724
1986,112,288.86,7.108571428571444
2012,303,294.1,7.107142857142874
1994,344,288.98,7.107142857142874
1985,301,283.36,7.107142857142849
1992,350,286.78,7.105714285714255
1982,314,282.0,7.099999999999999
1990,312,281.75,7.09857142857142
1981,36,272.68,7.089999999999991
1984,74,286.93,7.087142857142867
1989,342,275.23,7.085714285714265
2013,30,287.4,7.084285714285694
1983,347,289.86,7.080000000000025
2003,332,292.58,7.078571428571414
1992,80,274.71,7.077142857142876
1999,67,274.92,7.065714285714266
2005,341,277.98,7.064285714285696
2009,36,273.43,7.061428571428564
2013,346,276.85,7.054285714285689
1980,324,281.33,7.0428571428571685
2003,20,274.35,7.035714285714262
1989,337,278.48,7.031428571428551
2003,1,286.57,7.029999999999989
1998,355,289.14,7.028571428571411
1995,336,279.43,7.027142857142849
1994,58,275.13,7.019999999999998
1989,319,292.0,7.011428571428577
1979,351,276.8,7.011428571428569
1989,74,285.68,7.008571428571437
2000,327,279.6,7.002857142857124
1984,278,285.13,6.987142857142861
1993,55,275.25,6.984285714285712
1982,55,276.28,6.97857142857144
1997,348,277.49,6.978571428571415
2012,41,285.2,6.977142857142853
1996,47,287.3,6.968571428571441
2006,57,273.05,6.967142857142854
1999,30,275.77,6.96285714285716
1998,5,286.07,6.962857142857144
1982,40,283.61,6.96142857142859
1994,86,287.68,6.951428571428575
2000,359,275.39,6.9500000000000215
1982,48,275.06,6.948571428571427
1998,8,288.7,6.947142857142832
1991,363,287.63,6.942857142857155
2004,30,275.4,6.938571428571452
2009,363,275.85,6.937142857142817
2007,296,294.05,6.935714285714296
1999,354,289.22,6.93142857142861
2001,72,285.1,6.931428571428577
2009,287,284.92,6.927142857142834
1984,81,286.75,6.925714285714272
1980,48,275.11,6.919999999999992
1985,347,288.33,6.912857142857141
2000,326,279.1,6.911428571428546
1996,69,275.0,6.90857142857143
2003,22,272.88,6.90571428571429
1985,319,279.96,6.904285714285736
2001,316,280.99,6.904285714285712
2011,279,285.22,6.904285714285687
1992,105,278.43,6.898571428571431
1988,80,273.68,6.897142857142853
2002,351,277.75,6.892857142857151
1983,70,287.86,6.8857142857143
1982,59,273.21,6.885714285714292
1981,30,273.9,6.880000000000011
1993,73,275.55,6.874285714285707
2011,26,285.22,6.8714285714285905
1987,74,275.81,6.8671428571428565
1999,54,275.42,6.862857142857122
1991,88,288.48,6.860000000000022
2004,330,280.8,6.857142857142849
1983,12,285.73,6.855714285714304
2000,93,288.12,6.854285714285717
2002,316,293.1,6.848571428571445
2013,355,290.2,6.832857142857124
1980,320,280.23,6.827142857142852
1983,5,287.21,6.825714285714274
1979,13,288.1,6.821428571428596
2004,7,275.03,6.818571428571447
1992,305,282.78,6.811428571428597
1990,144,282.23,6.802857142857135
1999,315,280.79,6.802857142857111
2001,348,289.82,6.801428571428557
1992,40,273.25,6.7971428571428545
2009,292,286.32,6.7900000000000125
1981,273,287.11,6.78571428571427
2008,327,280.18,6.7842857142857
1991,61,287.18,6.782857142857146
1997,66,276.32,6.778571428571435
2000,70,286.57,6.777142857142841
1985,270,297.33,6.774285714285701
2005,27,274.03,6.768571428571444
1996,87,277.63,6.768571428571444
1981,105,277.86,6.768571428571412
1990,342,287.28,6.765714285714255
1990,54,287.23,6.761428571428602
1998,28,285.02,6.761428571428553
