Year,Day,Temperature,Score
2005,110,301.23,4.008571428571437
1983,57,300.75,3.412857142857141
2002,191,299.52,3.21285714285712
1998,145,300.17,3.1800000000000233
2005,111,300.33,3.1599999999999926
1998,164,299.75,3.132857142857144
2004,194,299.48,3.0200000000000222
2002,182,299.32,2.9471428571428566
2005,156,300.05,2.9228571428571564
2005,109,300.25,2.8999999999999853
2013,349,294.17,2.845714285714272
2005,63,301.07,2.744285714285703
2005,108,300.13,2.734285714285704
2005,70,299.9,2.7014285714285426
2004,186,299.35,2.6957142857143106
2005,55,300.87,2.6957142857142946
1987,184,298.41,2.6371428571428948
2007,106,300.4,2.628571428571409
1998,147,299.87,2.622857142857145
2007,28,300.13,2.5985714285714283
1984,19,294.88,2.5528571428571434
1980,52,299.66,2.53285714285717
2005,69,299.6,2.504285714285735
2010,149,300.0,2.499999999999992
1989,53,295.61,2.4899999999999927
1998,35,299.4,2.484285714285688
2013,53,299.8,2.4457142857143026
1996,213,298.53,2.4414285714285433
1983,83,299.71,2.4285714285714044
1997,37,295.5,2.4228571428571564
2000,162,299.45,2.42142857142857
2002,147,300.12,2.4085714285714306
2003,41,299.8,2.401428571428588
2005,64,300.43,2.381428571428582
1989,54,295.53,2.362857142857162
1998,146,299.82,2.3628571428571377
1997,38,295.2,2.3471428571428743
2003,21,299.23,2.3385714285714374
1992,45,299.5,2.3314285714285785
1998,97,299.6,2.3300000000000165
2013,54,300.08,2.322857142857117
1998,39,299.1,2.3214285714285956
2001,7,294.47,2.3142857142856883
1998,36,299.5,2.3114285714285643
1985,239,294.61,2.3014285714285654
1997,218,298.4,2.298571428571409
2013,348,294.47,2.297142857142814
2005,65,300.3,2.291428571428599
2009,341,298.9,2.291428571428542
1988,59,299.15,2.2885714285714016
1988,198,294.05,2.2799999999999807
1989,85,295.46,2.277142857142889
2010,43,299.8,2.258571428571429
1996,57,299.38,2.244285714285703
2006,364,294.88,2.2385714285714227
2005,80,299.8,2.208571428571442
1991,165,299.0,2.2071428571428635
1998,255,298.79,2.2057142857143015
1998,27,298.85,2.167142857142884
2001,80,295.9,2.1471428571428777
1982,195,298.13,2.1471428571428532
2005,45,300.4,2.142857142857127
1998,52,300.4,2.1399999999999864
2005,59,300.2,2.1385714285714323
1999,191,295.07,2.1371428571428703
2004,189,298.63,2.135714285714276
2006,141,295.75,2.1285714285714255
2002,9,298.95,2.1128571428571297
1982,110,299.13,2.1128571428571297
1990,85,299.23,2.105714285714295
2001,6,294.99,2.1057142857142788
1998,71,299.42,2.0900000000000154
1984,352,294.88,2.0814285714285705
1980,50,299.43,2.068571428571439
1995,57,295.43,2.0671428571428527
1988,149,298.68,2.0657142857142907
2011,17,295.4,2.0614285714285967
1985,55,299.36,2.0571428571428703
2000,174,295.39,2.05428571428573
1989,45,295.83,2.0414285714285825
2009,87,299.96,2.04142857142855
1992,54,299.28,2.031428571428551
2013,55,300.1,2.01714285714289
1985,7,298.21,2.0128571428571314
1986,57,296.06,2.008571428571429
2003,181,295.2,2.007142857142867
1990,182,297.93,2.0057142857142884
1998,53,300.07,2.002857142857132
1985,238,294.96,2.0014285714285784
2005,94,299.5,2.0
1997,36,295.72,1.9985714285714056
2006,70,295.93,1.9899999999999929
1996,214,298.08,1.9871428571428364
1984,18,295.21,1.9842857142857286
1979,163,295.61,1.982857142857126
1998,92,298.87,1.981428571428572
